filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
surco-rouviere-244.jpg,102026,{},3,0,"{""name"":""rect"",""x"":298,""y"":192,""width"":336,""height"":234}","{""Region"":""vesicula""}"
surco-rouviere-244.jpg,102026,{},3,1,"{""name"":""rect"",""x"":259,""y"":367,""width"":135,""height"":108}","{""Region"":""surco""}"
surco-rouviere-244.jpg,102026,{},3,2,"{""name"":""rect"",""x"":519,""y"":55,""width"":179,""height"":155}","{""Region"":""segmento4""}"
surco-rouviere-326.jpg,108379,{},3,0,"{""name"":""rect"",""x"":298,""y"":64,""width"":233,""height"":406}","{""Region"":""vesicula""}"
surco-rouviere-326.jpg,108379,{},3,1,"{""name"":""rect"",""x"":142,""y"":250,""width"":170,""height"":170}","{""Region"":""surco""}"
surco-rouviere-326.jpg,108379,{},3,2,"{""name"":""rect"",""x"":503,""y"":88,""width"":187,""height"":158}","{""Region"":""segmento4""}"
surco-rouviere-347.jpg,97554,{},3,0,"{""name"":""rect"",""x"":313,""y"":78,""width"":190,""height"":360}","{""Region"":""vesicula""}"
surco-rouviere-347.jpg,97554,{},3,1,"{""name"":""rect"",""x"":141,""y"":274,""width"":193,""height"":143}","{""Region"":""surco""}"
surco-rouviere-347.jpg,97554,{},3,2,"{""name"":""rect"",""x"":514,""y"":176,""width"":220,""height"":189}","{""Region"":""segmento4""}"
surco-rouviere-494.jpg,101459,{},3,0,"{""name"":""rect"",""x"":403,""y"":13,""width"":243,""height"":425}","{""Region"":""vesicula""}"
surco-rouviere-494.jpg,101459,{},3,1,"{""name"":""rect"",""x"":162,""y"":262,""width"":210,""height"":164}","{""Region"":""surco""}"
surco-rouviere-494.jpg,101459,{},3,2,"{""name"":""rect"",""x"":645,""y"":156,""width"":73,""height"":113}","{""Region"":""segmento4""}"
surco-rouviere-503.jpg,112843,{},3,0,"{""name"":""rect"",""x"":368,""y"":1,""width"":294,""height"":439}","{""Region"":""vesicula""}"
surco-rouviere-503.jpg,112843,{},3,1,"{""name"":""rect"",""x"":176,""y"":249,""width"":191,""height"":181}","{""Region"":""surco""}"
surco-rouviere-503.jpg,112843,{},3,2,"{""name"":""rect"",""x"":654,""y"":102,""width"":88,""height"":198}","{""Region"":""segmento4""}"
surco-rouviere-640.jpg,113602,{},3,0,"{""name"":""rect"",""x"":339,""y"":3,""width"":306,""height"":477}","{""Region"":""vesicula""}"
surco-rouviere-640.jpg,113602,{},3,1,"{""name"":""rect"",""x"":151,""y"":210,""width"":188,""height"":140}","{""Region"":""surco""}"
surco-rouviere-640.jpg,113602,{},3,2,"{""name"":""rect"",""x"":637,""y"":119,""width"":111,""height"":114}","{""Region"":""segmento4""}"
surco-rouviere-1108.jpg,86213,{},3,0,"{""name"":""rect"",""x"":304,""y"":17,""width"":242,""height"":432}","{""Region"":""vesicula""}"
surco-rouviere-1108.jpg,86213,{},3,1,"{""name"":""rect"",""x"":146,""y"":180,""width"":139,""height"":171}","{""Region"":""surco""}"
surco-rouviere-1108.jpg,86213,{},3,2,"{""name"":""rect"",""x"":557,""y"":184,""width"":133,""height"":75}","{""Region"":""segmento4""}"
surco-rouviere-1426.jpg,104362,{},3,0,"{""name"":""rect"",""x"":269,""y"":21,""width"":313,""height"":423}","{""Region"":""vesicula""}"
surco-rouviere-1426.jpg,104362,{},3,1,"{""name"":""rect"",""x"":141,""y"":193,""width"":84,""height"":159}","{""Region"":""surco""}"
surco-rouviere-1426.jpg,104362,{},3,2,"{""name"":""rect"",""x"":570,""y"":183,""width"":185,""height"":116}","{""Region"":""segmento4""}"
surco-rouviere-1647.jpg,100602,{},3,0,"{""name"":""rect"",""x"":266,""y"":56,""width"":261,""height"":398}","{""Region"":""vesicula""}"
surco-rouviere-1647.jpg,100602,{},3,1,"{""name"":""rect"",""x"":134,""y"":193,""width"":126,""height"":103}","{""Region"":""surco""}"
surco-rouviere-1647.jpg,100602,{},3,2,"{""name"":""rect"",""x"":488,""y"":33,""width"":158,""height"":175}","{""Region"":""segmento4""}"
surco-rouviere-2662.jpg,129261,{},3,0,"{""name"":""rect"",""x"":344,""y"":15,""width"":267,""height"":392}","{""Region"":""vesicula""}"
surco-rouviere-2662.jpg,129261,{},3,1,"{""name"":""rect"",""x"":146,""y"":245,""width"":194,""height"":105}","{""Region"":""surco""}"
surco-rouviere-2662.jpg,129261,{},3,2,"{""name"":""rect"",""x"":604,""y"":123,""width"":138,""height"":144}","{""Region"":""segmento4""}"
surco-rouviere-3521.jpg,122775,{},3,0,"{""name"":""rect"",""x"":215,""y"":36,""width"":236,""height"":434}","{""Region"":""vesicula""}"
surco-rouviere-3521.jpg,122775,{},3,1,"{""name"":""rect"",""x"":137,""y"":210,""width"":81,""height"":167}","{""Region"":""surco""}"
surco-rouviere-3521.jpg,122775,{},3,2,"{""name"":""rect"",""x"":417,""y"":37,""width"":229,""height"":254}","{""Region"":""segmento4""}"
surco-rouviere-3778.jpg,118967,{},3,0,"{""name"":""rect"",""x"":301,""y"":49,""width"":260,""height"":411}","{""Region"":""vesicula""}"
surco-rouviere-3778.jpg,118967,{},3,1,"{""name"":""rect"",""x"":138,""y"":200,""width"":161,""height"":182}","{""Region"":""surco""}"
surco-rouviere-3778.jpg,118967,{},3,2,"{""name"":""rect"",""x"":540,""y"":110,""width"":190,""height"":182}","{""Region"":""segmento4""}"
surco-rouviere-4461.jpg,113292,{},3,0,"{""name"":""rect"",""x"":328,""y"":60,""width"":237,""height"":407}","{""Region"":""vesicula""}"
surco-rouviere-4461.jpg,113292,{},3,1,"{""name"":""rect"",""x"":132,""y"":263,""width"":199,""height"":133}","{""Region"":""surco""}"
surco-rouviere-4461.jpg,113292,{},3,2,"{""name"":""rect"",""x"":563,""y"":105,""width"":176,""height"":172}","{""Region"":""segmento4""}"
surco-rouviere-4780.jpg,116045,{},3,0,"{""name"":""rect"",""x"":247,""y"":13,""width"":223,""height"":445}","{""Region"":""vesicula""}"
surco-rouviere-4780.jpg,116045,{},3,1,"{""name"":""rect"",""x"":142,""y"":269,""width"":109,""height"":107}","{""Region"":""surco""}"
surco-rouviere-4780.jpg,116045,{},3,2,"{""name"":""rect"",""x"":483,""y"":75,""width"":235,""height"":229}","{""Region"":""segmento4""}"
surco-rouviere-5723.jpg,127190,{},3,0,"{""name"":""rect"",""x"":250,""y"":28,""width"":262,""height"":435}","{""Region"":""vesicula""}"
surco-rouviere-5723.jpg,127190,{},3,1,"{""name"":""rect"",""x"":153,""y"":254,""width"":92,""height"":123}","{""Region"":""surco""}"
surco-rouviere-5723.jpg,127190,{},3,2,"{""name"":""rect"",""x"":498,""y"":73,""width"":186,""height"":212}","{""Region"":""segmento4""}"
surco-rouviere-6440.jpg,112346,{},3,0,"{""name"":""rect"",""x"":170,""y"":344,""width"":126,""height"":109}","{""Region"":""surco""}"
surco-rouviere-6440.jpg,112346,{},3,1,"{""name"":""rect"",""x"":266,""y"":118,""width"":257,""height"":341}","{""Region"":""vesicula""}"
surco-rouviere-6440.jpg,112346,{},3,2,"{""name"":""rect"",""x"":524,""y"":78,""width"":189,""height"":208}","{""Region"":""segmento4""}"
surco-rouviere-7011.jpg,119093,{},3,0,"{""name"":""rect"",""x"":288,""y"":57,""width"":223,""height"":381}","{""Region"":""vesicula""}"
surco-rouviere-7011.jpg,119093,{},3,1,"{""name"":""rect"",""x"":149,""y"":296,""width"":141,""height"":110}","{""Region"":""surco""}"
surco-rouviere-7011.jpg,119093,{},3,2,"{""name"":""rect"",""x"":494,""y"":84,""width"":260,""height"":179}","{""Region"":""segmento4""}"
surco-rouviere-7522.jpg,104329,{},3,0,"{""name"":""rect"",""x"":264,""y"":67,""width"":254,""height"":385}","{""Region"":""vesicula""}"
surco-rouviere-7522.jpg,104329,{},3,1,"{""name"":""rect"",""x"":158,""y"":324,""width"":144,""height"":112}","{""Region"":""surco""}"
surco-rouviere-7522.jpg,104329,{},3,2,"{""name"":""rect"",""x"":506,""y"":79,""width"":252,""height"":177}","{""Region"":""segmento4""}"
surco-rouviere-2944.jpg,117277,{},3,0,"{""name"":""rect"",""x"":140,""y"":187,""width"":132,""height"":164}","{""Region"":""surco""}"
surco-rouviere-2944.jpg,117277,{},3,1,"{""name"":""rect"",""x"":242,""y"":36,""width"":381,""height"":398}","{""Region"":""vesicula""}"
surco-rouviere-2944.jpg,117277,{},3,2,"{""name"":""rect"",""x"":575,""y"":172,""width"":175,""height"":116}","{""Region"":""segmento4""}"
surco-rouviere-3584.jpg,117937,{},3,0,"{""name"":""rect"",""x"":231,""y"":65,""width"":202,""height"":373}","{""Region"":""vesicula""}"
surco-rouviere-3584.jpg,117937,{},3,1,"{""name"":""rect"",""x"":135,""y"":225,""width"":91,""height"":144}","{""Region"":""surco""}"
surco-rouviere-3584.jpg,117937,{},3,2,"{""name"":""rect"",""x"":452,""y"":6,""width"":190,""height"":232}","{""Region"":""segmento4""}"
surco-rouviere-4372.jpg,102632,{},3,0,"{""name"":""rect"",""x"":245,""y"":28,""width"":275,""height"":394}","{""Region"":""vesicula""}"
surco-rouviere-4372.jpg,102632,{},3,1,"{""name"":""rect"",""x"":152,""y"":284,""width"":130,""height"":116}","{""Region"":""surco""}"
surco-rouviere-4372.jpg,102632,{},3,2,"{""name"":""rect"",""x"":532,""y"":110,""width"":204,""height"":201}","{""Region"":""segmento4""}"
surco-rouviere-4791.jpg,118708,{},3,0,"{""name"":""rect"",""x"":298,""y"":109,""width"":226,""height"":341}","{""Region"":""vesicula""}"
surco-rouviere-4791.jpg,118708,{},3,1,"{""name"":""rect"",""x"":137,""y"":260,""width"":162,""height"":123}","{""Region"":""surco""}"
