filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
frame_15090.jpg,115668,{},3,0,"{""name"":""rect"",""x"":476,""y"":138,""width"":153,""height"":337}","{""Region"":""vesicula""}"
frame_15090.jpg,115668,{},3,1,"{""name"":""rect"",""x"":338,""y"":277,""width"":132,""height"":169}","{""Region"":""surco""}"
frame_15090.jpg,115668,{},3,2,"{""name"":""rect"",""x"":638,""y"":234,""width"":120,""height"":148}","{""Region"":""segmento4""}"
frame_15103.jpg,128711,{},3,0,"{""name"":""rect"",""x"":454,""y"":145,""width"":143,""height"":323}","{""Region"":""vesicula""}"
frame_15103.jpg,128711,{},3,1,"{""name"":""rect"",""x"":370,""y"":305,""width"":166,""height"":134}","{""Region"":""surco""}"
frame_15103.jpg,128711,{},3,2,"{""name"":""rect"",""x"":605,""y"":212,""width"":73,""height"":113}","{""Region"":""segmento4""}"
frame_15119.jpg,129278,{},3,0,"{""name"":""rect"",""x"":431,""y"":68,""width"":154,""height"":225}","{""Region"":""vesicula""}"
frame_15119.jpg,129278,{},3,1,"{""name"":""rect"",""x"":370,""y"":286,""width"":130,""height"":97}","{""Region"":""surco""}"
frame_15119.jpg,129278,{},3,2,"{""name"":""rect"",""x"":596,""y"":172,""width"":96,""height"":140}","{""Region"":""segmento4""}"
frame_15133.jpg,132148,{},3,0,"{""name"":""rect"",""x"":440,""y"":120,""width"":171,""height"":180}","{""Region"":""vesicula""}"
frame_15133.jpg,132148,{},3,1,"{""name"":""rect"",""x"":410,""y"":297,""width"":146,""height"":104}","{""Region"":""surco""}"
frame_15133.jpg,132148,{},3,2,"{""name"":""rect"",""x"":599,""y"":168,""width"":96,""height"":132}","{""Region"":""segmento4""}"
frame_15172.jpg,140088,{},3,0,"{""name"":""rect"",""x"":446,""y"":22,""width"":111,""height"":315}","{""Region"":""vesicula""}"
frame_15172.jpg,140088,{},3,1,"{""name"":""rect"",""x"":403,""y"":311,""width"":111,""height"":83}","{""Region"":""surco""}"
frame_15172.jpg,140088,{},3,2,"{""name"":""rect"",""x"":627,""y"":237,""width"":112,""height"":94}","{""Region"":""segmento4""}"
frame_15191.jpg,139922,{},3,0,"{""name"":""rect"",""x"":345,""y"":46,""width"":173,""height"":284}","{""Region"":""vesicula""}"
frame_15191.jpg,139922,{},3,1,"{""name"":""rect"",""x"":367,""y"":331,""width"":144,""height"":108}","{""Region"":""surco""}"
frame_15191.jpg,139922,{},3,2,"{""name"":""rect"",""x"":553,""y"":192,""width"":103,""height"":150}","{""Region"":""segmento4""}"
frame_15203.jpg,134640,{},3,0,"{""name"":""rect"",""x"":354,""y"":85,""width"":144,""height"":217}","{""Region"":""vesicula""}"
frame_15203.jpg,134640,{},3,1,"{""name"":""rect"",""x"":342,""y"":300,""width"":137,""height"":91}","{""Region"":""surco""}"
frame_15203.jpg,134640,{},3,2,"{""name"":""rect"",""x"":542,""y"":214,""width"":92,""height"":105}","{""Region"":""segmento4""}"
frame_15215.jpg,125479,{},3,0,"{""name"":""rect"",""x"":328,""y"":49,""width"":229,""height"":276}","{""Region"":""vesicula""}"
frame_15215.jpg,125479,{},3,1,"{""name"":""rect"",""x"":341,""y"":291,""width"":96,""height"":89}","{""Region"":""surco""}"
frame_15215.jpg,125479,{},3,2,"{""name"":""rect"",""x"":546,""y"":192,""width"":89,""height"":139}","{""Region"":""segmento4""}"
frame_15252.jpg,113395,{},3,0,"{""name"":""rect"",""x"":308,""y"":41,""width"":170,""height"":275}","{""Region"":""vesicula""}"
frame_15252.jpg,113395,{},3,1,"{""name"":""rect"",""x"":339,""y"":330,""width"":128,""height"":70}","{""Region"":""surco""}"
frame_15252.jpg,113395,{},3,2,"{""name"":""rect"",""x"":492,""y"":188,""width"":90,""height"":137}","{""Region"":""segmento4""}"
frame_15272.jpg,129407,{},3,0,"{""name"":""rect"",""x"":295,""y"":12,""width"":228,""height"":293}","{""Region"":""vesicula""}"
frame_15272.jpg,129407,{},3,1,"{""name"":""rect"",""x"":350,""y"":314,""width"":119,""height"":55}","{""Region"":""surco""}"
frame_15272.jpg,129407,{},3,2,"{""name"":""rect"",""x"":542,""y"":170,""width"":96,""height"":165}","{""Region"":""segmento4""}"
frame_15293.jpg,102334,{},3,0,"{""name"":""rect"",""x"":285,""y"":43,""width"":198,""height"":276}","{""Region"":""vesicula""}"
frame_15293.jpg,102334,{},3,1,"{""name"":""rect"",""x"":310,""y"":343,""width"":126,""height"":105}","{""Region"":""surco""}"
frame_15293.jpg,102334,{},3,2,"{""name"":""rect"",""x"":498,""y"":196,""width"":56,""height"":88}","{""Region"":""segmento4""}"
frame_15304.jpg,107812,{},3,0,"{""name"":""rect"",""x"":271,""y"":38,""width"":216,""height"":302}","{""Region"":""vesicula""}"
frame_15304.jpg,107812,{},3,1,"{""name"":""rect"",""x"":286,""y"":348,""width"":170,""height"":76}","{""Region"":""surco""}"
frame_15304.jpg,107812,{},3,2,"{""name"":""rect"",""x"":497,""y"":174,""width"":57,""height"":96}","{""Region"":""segmento4""}"
frame_15360.jpg,127777,{},3,0,"{""name"":""rect"",""x"":314,""y"":29,""width"":261,""height"":304}","{""Region"":""vesicula""}"
frame_15360.jpg,127777,{},3,1,"{""name"":""rect"",""x"":331,""y"":343,""width"":175,""height"":101}","{""Region"":""surco""}"
frame_15360.jpg,127777,{},3,2,"{""name"":""rect"",""x"":535,""y"":179,""width"":79,""height"":97}","{""Region"":""segmento4""}"
frame_15372.jpg,127784,{},3,0,"{""name"":""rect"",""x"":304,""y"":16,""width"":242,""height"":317}","{""Region"":""vesicula""}"
frame_15372.jpg,127784,{},3,1,"{""name"":""rect"",""x"":326,""y"":339,""width"":184,""height"":91}","{""Region"":""surco""}"
frame_15372.jpg,127784,{},3,2,"{""name"":""rect"",""x"":559,""y"":188,""width"":74,""height"":95}","{""Region"":""segmento4""}"
frame_15383.jpg,130429,{},3,0,"{""name"":""rect"",""x"":303,""y"":38,""width"":216,""height"":295}","{""Region"":""vesicula""}"
frame_15383.jpg,130429,{},3,1,"{""name"":""rect"",""x"":333,""y"":339,""width"":175,""height"":89}","{""Region"":""surco""}"
frame_15383.jpg,130429,{},3,2,"{""name"":""rect"",""x"":531,""y"":188,""width"":94,""height"":87}","{""Region"":""segmento4""}"
frame_15396.jpg,115339,{},3,0,"{""name"":""rect"",""x"":302,""y"":64,""width"":185,""height"":296}","{""Region"":""vesicula""}"
frame_15396.jpg,115339,{},3,1,"{""name"":""rect"",""x"":311,""y"":372,""width"":150,""height"":76}","{""Region"":""surco""}"
frame_15396.jpg,115339,{},3,2,"{""name"":""rect"",""x"":476,""y"":191,""width"":81,""height"":84}","{""Region"":""segmento4""}"
frame_15403.jpg,112311,{},3,0,"{""name"":""rect"",""x"":294,""y"":70,""width"":176,""height"":300}","{""Region"":""vesicula""}"
frame_15403.jpg,112311,{},3,1,"{""name"":""rect"",""x"":318,""y"":376,""width"":132,""height"":63}","{""Region"":""surco""}"
frame_15403.jpg,112311,{},3,2,"{""name"":""rect"",""x"":483,""y"":216,""width"":91,""height"":118}","{""Region"":""segmento4""}"
